PARK_ID,parkname,address,streetno,streetdir,streetnm,streettype,streetsuff,city,state,zip,prktype,prkstatus,park district,prkphone,citycounci,bocc,prkdate,x,y,leasedid,parkurl,numparking,operdays,operhours,restroom,adacomply,camping,picnic,playground,basketball,tennis,volleyball,spraygroun,mtbcycle,golf,boating,fishing,swimming,discgolf,shelter,walking,dogpark,ampitheate,motorboat,horseback,garden,historical,skatepark,interpreti,tabletenni,recgym,fitness,rvcamp,sailing,pickleball,multipurps,rcflyarea,flwrgarden,indorpavil,aquaticctr,ballfield,batingcage,bicycleltr,bmxtrack,bocciball,confcenter,concesstnd,firepit,funbrella,gagaball,gazebo,opngrnspac,highropes,horseshoe,environedu,dockpier,playsixty,rockclimb,seniorctr,shadearbor,shuflboard,trlrunning,grnwyacces,handball,arts,multiuserm,playswings,parking,resvation,reservfac,picture
FVRP,Fairview Road Park,"10601 FAIRVIEW RD, CHARLOTTE, NC 28227",0,,,,NO,CHARLOTTE,NC,28227,Regional,Undeveloped,South,9803141003,,District 6,3/12/2015,-80.6083328,35.1719799,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,0,Non-Operational,Non-Operational,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,https://apm.activecommunities.com/mecklenburgparks/Home,No,
PLCP,Plum Creek Park,"18928 BARTLETTE CREEK DR, DAVIDSON, NC 28036",18928,,BARTLETTE CREEK,DR,,DAVIDSON,NC,28036,Town Park,Developed,North,7048923349,,District 1,,-80.8239716,35.4737193,Davidson,https://www.ci.davidson.nc.us/130/Parks-Recreation,25,Sun-Sat,Daylight,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,https://townofdavidson.recdesk.com/Community/Home,No,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/278/attachments/1220?token=
STVN,Stevens Creek Nature Preserve,"15700 THOMPSON RD, MINT HILL, NC 28227",0,,NO ADDRESS,,,MINT HILL,NC,28227,Nature Preserve,Developed,South,9803141003,,District 6,10/6/1998,-80.6464147,35.1472913,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,75,Sun-Sat,Daylight,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,https://apm.activecommunities.com/mecklenburgparks/Home,No,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/259/attachments/1326?token=
DBWC,David B. Waymer Recreation & Senior Center,"14008 HOLBROOKS RD, HUNTERSVILLE, NC 28078",14008,,HOLBROOKS,RD,,HUNTERSVILLE,NC,28078,Recreation Center,Developed,North,7047662220,,District 1,6/1/2020,-80.8355694,35.3989769,Huntersville,https://www.huntersville.org/162/Parks-Recreation,61,None,Non-Operational,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,https://www.huntersville.org/1196/Check-Facility-Availability-and-Reservat,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/263/attachments/3201?token=
PALI,York Road Palisades Park,"15321 YORK RD, CHARLOTTE, NC 28278",0,,,,,CHARLOTTE,NC,28278,Neighborhood,Developed,South,9803141003,,District 6,7/7/2015,-81.0242228,35.0939109,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,134,Sun-Sat,Daylight,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,https://apm.activecommunities.com/mecklenburgparks/Home,No,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/218/attachments/2021?token=
CALD,Caldwell Park,"6301 CALDWELL PARK DR, CHARLOTTE, NC 28213",0,,,,NO,CHARLOTTE,NC,28213,Neighborhood,Undeveloped,North,9803141001,,District 3,9/1/2016,-80.6865595,35.3121618,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,0,Non-Operational,Non-Operational,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,https://apm.activecommunities.com/mecklenburgparks/Home,No,
GREN,Greene Street Park,"5612 GREENE ST, CHARLOTTE, NC 28269",5612,,GREENE,ST,,CHARLOTTE,NC,28269,Neighborhood,Undeveloped,North,9803141001,District 2,District 3,4/17/2017,-80.8088342,35.3084212,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,0,Non-Operational,Non-Operational,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,https://apm.activecommunities.com/mecklenburgparks/Home,No,
PRNP,Providence Nature Preserve,"2710 PEVERELL LN, CHARLOTTE, NC 28270",0,,,,NO,CHARLOTTE,NC,28270,Nature Preserve,Undeveloped,South,9803141003,District 7,District 6,6/27/2000,-80.7564547,35.0941994,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,0,Non-Operational,Non-Operational,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,https://apm.activecommunities.com/mecklenburgparks/Home,No,
HAWC,Hawthorne Recreation Center,"345 HAWTHORNE LN, CHARLOTTE, NC 28204",345,,HAWTHORNE,LN,,CHARLOTTE,NC,28204,Recreation Center,Developed,Central,9803141002,District 1,District 4,7/28/1998,-80.82293,35.2153764,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,50,Other,Varies,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,https://apm.activecommunities.com/mecklenburgparks/Home,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/76/attachments/3254?token=
RVRP,Riverside Drive Park,"1640 RIVERSIDE DR, CHARLOTTE, NC 28214",0,,,,NO,CHARLOTTE,NC,28214,Community,Undeveloped,North,9803141001,,District 1,1/10/2017,-80.9842518,35.3188141,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,0,Non-Operational,Non-Operational,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,https://apm.activecommunities.com/mecklenburgparks/Home,No,
TYVS,Tyvola Senior Center,"2225 TYVOLA RD, CHARLOTTE, NC 28210",0,,,,,CHARLOTTE,NC,28210,Senior Center,Developed,South,9803141320,District 6,District 5,11/17/1998,-80.8595657,35.1599896,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,100,Mon-Fri,5-Aug,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,https://apm.activecommunities.com/mecklenburgparks/Home,Yes,
MART,McDowell Arts Center,"123 E MCDOWELL ST, MATTHEWS, NC 28105",123,E,MCDOWELL,ST,,MATTHEWS,NC,28105,Arts Center,Developed,South,7048479746,,District 6,,-80.7229761,35.1135975,Matthews,https://www.matthewsnc.gov/pview.aspx?id=20727&catid=0,0,Sun-Sat,Website,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,https://apm.activecommunities.com/matthewsfun/Home,No,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/705/attachments/1321?token=
LKWD,Lakewood Park,"3207 KALYNNE ST, CHARLOTTE, NC 28208",0,,,,,CHARLOTTE,NC,28208,Neighborhood,Developed,Central,9803141002,District 2,District 2,,-80.8785092,35.2529892,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,0,Sun-Sat,Daylight,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,https://apm.activecommunities.com/mecklenburgparks/Home,Yes,
OAKH,Oak Hills Park,"4120 OAKDALE RD, CHARLOTTE, NC 28216",4120,,OAKDALE,RD,,CHARLOTTE,NC,28216,Regional,Undeveloped,North,9803141001,,District 1,5/1/2018,-80.9091243,35.3280843,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,0,Non-Operational,Non-Operational,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,https://apm.activecommunities.com/mecklenburgparks/Home,No,
HGRC,Hickory Grove Recreation Center,"6709 PENCE RD, CHARLOTTE, NC 28215",6709,,PENCE,RD,,CHARLOTTE,NC,28215,Recreation Center,Developed,South,9803141003,District 5,District 4,2/26/2008,-80.7178459,35.2263156,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,0,Mon-Sat,Varies,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,https://apm.activecommunities.com/mecklenburgparks/Home,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/17/attachments/2038?token=
HEMS,Huntersville Elementary School,"200 GILEAD RD, HUNTERSVILLE, NC 28078",200,,GILEAD,RD,,HUNTERSVILLE,NC,28078,Town Park,Developed,North,7047662220,,District 1,,-80.8457606,35.4124228,Huntersville,https://www.huntersville.org/162/Parks-Recreation,79,Sun-Sat,Daylight,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,https://www.huntersville.org/1196/Check-Facility-Availability-and-Reservat,No,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/297/attachments/1242?token=
TCES,Torrence Creek Elementary School,"14550 RANSON RD, HUNTERSVILLE, NC 28078",14550,,RANSON,RD,,HUNTERSVILLE,NC,28078,Town Park,Developed,North,7047662220,,District 1,,-80.8732021,35.4129908,Huntersville,https://www.huntersville.org/162/Parks-Recreation,180,Other,Varies,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,https://www.huntersville.org/1196/Check-Facility-Availability-and-Reservat,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/299/attachments/1246?token=
CAPP,Capps Park,"17501 MCKEE RD, CHARLOTTE, NC 28278",0,,,,NO,CHARLOTTE,NC,28278,Community,Undeveloped,South,9803141003,,District 6,7/11/2003,-81.0195364,35.0621174,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,0,Non-Operational,Non-Operational,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,https://apm.activecommunities.com/mecklenburgparks/Home,No,
PILP,Pineville Lake Park,"909 LAKEVIEW DR, PINEVILLE, NC 28134",909,,LAKEVIEW,DR,,PINEVILLE,NC,28134,Town Park,Developed,South,7048892400,,District 6,,-80.8950014,35.0793587,Pineville,http://www.pinevillenc.gov/Departments/ParksRecreaton/tabid/103/Default.aspx,68,Sun-Sat,Website,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,https://www.pinevillenc.gov/government/departments/parks-recreation/parks-facilities/lake-park/,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/699/attachments/1307?token=
HARP,Harrisburg Road Park,"7701 HARRISBURG RD, CHARLOTTE, NC 28215",7701,,HARRISBURG,RD,,CHARLOTTE,NC,28215,Neighborhood,Developed,South,9803141003,District 5,District 4,7/28/1998,-80.6863108,35.2198148,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,12,Sun-Sat,Daylight,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,https://apm.activecommunities.com/mecklenburgparks/Home,No,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/83/attachments/2042?token=
HOBP,Holbrook Park,"100 SHERWOOD DR, HUNTERSVILLE, NC 28078",100,,SHERWOOD,DR,,HUNTERSVILLE,NC,28078,Town Park,Developed,North,7047662220,,District 1,,-80.8454985,35.4129256,Huntersville,https://www.huntersville.org/162/Parks-Recreation,35,Sun-Sat,Daylight,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,https://www.huntersville.org/1196/Check-Facility-Availability-and-Reservat,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/296/attachments/1239?token=
ARCH,Archdale Park,"5400 CHERRYCREST LN, CHARLOTTE, NC 28217",5400,,CHERRYCREST,LN,,CHARLOTTE,NC,28217,Neighborhood,Developed,South,9803141003,District 3,District 5,9/2/2008,-80.8864025,35.1521242,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,0,Sun-Sat,Daylight,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,https://apm.activecommunities.com/mecklenburgparks/Home,Yes,
AUTN,Auten Nature Preserve,"5201 NECK RD, HUNTERSVILLE, NC 28078",0,,NO ADDRESS,,,HUNTERSVILLE,NC,28078,Nature Preserve,Undeveloped,North,9803141001,,District 1,3/18/2002,-80.9333511,35.3775682,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,0,Non-Operational,Non-Operational,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,https://apm.activecommunities.com/mecklenburgparks/Home,No,
IRWN,Rays Splash Planet,"215 N SYCAMORE ST, CHARLOTTE, NC 28202",215,N,SYCAMORE,ST,,CHARLOTTE,NC,28202,Aquatic Center,Developed,Central,9803144729,District 2,District 4,10/6/1998,-80.8515092,35.2379126,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,51,Sun-Sat,Varies,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,https://apm.activecommunities.com/mecklenburgparks/Home,No,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/87/attachments/1302?token=
TEDD,Teddington Park,"5517 FREEDOM DR, CHARLOTTE, NC 28214",0,,NO ADDRESS,,,CHARLOTTE,NC,28214,Neighborhood,Undeveloped,North,9803141001,District 2,District 2,7/11/2003,-80.9298028,35.2667094,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,0,Non-Operational,Non-Operational,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,https://apm.activecommunities.com/mecklenburgparks/Home,No,
BDHP,Beaver Dam Historic Park and House,"19600 DAVIDSON-CONCORD RD, DAVIDSON, NC 28036",19600,,DAVIDSON-CONCORD,RD,,DAVIDSON,NC,28036,Historic Site,Developed,North,7044175884,,District 1,,-80.8177005,35.475574,Davidson,https://www.ci.davidson.nc.us/130/Parks-Recreation,0,Website,Website,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,https://beaverdamdavidson.com/,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/719/attachments/1231?token=
DBLP,Double Oaks Park,"2603 DOUBLE OAKS RD, CHARLOTTE, NC 28206",2603,,DOUBLE OAKS,RD,,CHARLOTTE,NC,28206,Neighborhood,Undeveloped,Central,9803141002,District 1,District 2,5/14/2008,-80.83827,35.2567471,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,15,Sun-Sat,Daylight,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,https://apm.activecommunities.com/mecklenburgparks/Home,No,
SCES,Steele Creek Park,"4000 GALLANT LN, CHARLOTTE, NC 28273",4100,,GALLANT,LN,,CHARLOTTE,NC,28273,Neighborhood,Developed,South,9803141003,District 3,District 2,7/28/1998,-80.956789,35.1563158,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,58,Sun-Sat,Varies,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,https://apm.activecommunities.com/mecklenburgparks/Home,No,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/156/attachments/2015?token=
KLBN,Kilborne Park,"2600 KILBORNE DR, CHARLOTTE, NC 28205",2600,,KILBORNE,DR,,CHARLOTTE,NC,28205,Community,Developed,South,9803141003,District 5,District 4,7/28/1998,-80.7709868,35.2205293,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,102,Sun-Sat,Daylight,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,https://apm.activecommunities.com/mecklenburgparks/Home,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/90/attachments/13?token=
MOEP,Merry Oaks Park,"1806 MERRY OAKS RD, CHARLOTTE, NC 28205",0,,,,,CHARLOTTE,NC,28205,Neighborhood,Developed,Central,9803141002,District 1,District 4,10/12/1998,-80.7856271,35.2196384,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,0,Sun-Sat,Daylight,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,https://apm.activecommunities.com/mecklenburgparks/Home,No,
CTMY,C.T. Myers Golf Course,"7817 HARRISBURG RD, CHARLOTTE, NC 28215",7817,,HARRISBURG,RD,,CHARLOTTE,NC,28215,Golf Course,Developed,South,9803141003,District 5,District 4,3/18/2002,-80.6859526,35.2215429,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,170,Sun-Sat,Daylight,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,https://apm.activecommunities.com/mecklenburgparks/Home,No,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/250/attachments/2041?token=
RRAP,River Run Athletic Park,"13130 ROBERT WALKER DR, DAVIDSON, NC 28036",13130,,ROBERT WALKER,DR,,DAVIDSON,NC,28036,Town Park,Developed,North,7048923349,,District 1,,-80.819299,35.4777694,Davidson,https://www.ci.davidson.nc.us/130/Parks-Recreation,27,Website,Website,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,https://www.ci.davidson.nc.us/246/Facility-Rental-Fees,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/723/attachments/1217?token=
WHIT,White Park,"16500 DAVIDSON-CONCORD RD, DAVIDSON, NC 28078",0,,,,NO,DAVIDSON,NC,28078,Town Park,Undeveloped,North,7048923349,,District 1,4/21/2008,-80.7815978,35.4456697,Davidson,https://www.ci.davidson.nc.us/130/Parks-Recreation,0,Non-Operational,Non-Operational,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,https://townofdavidson.recdesk.com/Community/Home,No,
WING,Wingate Park,"2721 MAYFAIR AV, CHARLOTTE, NC 28208",2731,,MAYFAIR,AV,,CHARLOTTE,NC,28208,Neighborhood,Under Construction,Central,9803141002,District 3,District 2,11/24/1998,-80.9082005,35.21444,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,0,Sun-Sat,Daylight,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,https://apm.activecommunities.com/mecklenburgparks/Home,Yes,
CRAP,Carolina Raptor Center,"6000 SAMPLE RD, HUNTERSVILLE, NC 28216",6000,,SAMPLE,RD,,HUNTERSVILLE,NC,28216,Raptor Center,Developed,North,9803141001,,District 1,7/28/1998,-80.9186313,35.3507081,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,50,Sun-Sat,Varies,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,https://apm.activecommunities.com/mecklenburgparks/Home,No,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/44/attachments/16?token=
TUCC,Tuckaseegee Recreation Center,"4820 TUCKASEEGEE RD, CHARLOTTE, NC 28208",4820,,TUCKASEEGEE,RD,,CHARLOTTE,NC,28208,Recreation Center,Developed,North,9803141001,District 2,District 2,7/28/1998,-80.9073354,35.2484829,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,90,Sun-Sat,Varies,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,https://apm.activecommunities.com/mecklenburgparks/Home,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/181/attachments/2010?token=
GATE,Iswa Nature Preserve,"9909 WILKINSON BV, CHARLOTTE, NC 28214",9701,,WILKINSON,BV,,CHARLOTTE,NC,28214,Nature Preserve,Developed,South,9803141003,,District 2,7/28/1998,-81.0057441,35.2448382,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,10,Sun-Sat,Daylight,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,https://apm.activecommunities.com/mecklenburgparks/Home,No,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/68/attachments/2012?token=
