PARK_ID,Park_name,parkurl,operhours,restroom,adacomply,camping,picnic,playground,basketball,tennis,volleyball,spraygroun,mtbcycle,golf,boating,fishing,swimming,discgolf,shelter,walking,dogpark,ampitheate,motorboat,horseback,garden,historical,skatepark,interpreti,tabletenni,recgym,fitness,rvcamp,sailing,pickleball,multipurps,rcflyarea,flwrgarden,indorpavil,aquaticctr,ballfield,batingcage,bicycleltr,bmxtrack,bocciball,confcenter,concesstnd,firepit,funbrella,gagaball,gazebo,opngrnspac,highropes,horseshoe,environedu,dockpier,playsixty,rockclimb,seniorctr,shadearbor,shuflboard,trlrunning,grnwyacces,handball,arts,multiuser,playswings,parking,AmenitiesCount,picture,PARK_TYPE,Acres,Area,Length
RCCG,Reedy Creek Community Garden,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/261/attachments/2037?token=,,,,
BLTN,Ballantyne Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Varies,Restroom,ADA Compliance,,,,,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,7,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/248/attachments/1311?token=,COMMUNITY PARK,90.11006012,3925179.235,17575.32517
FORP,Forest Point Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Non-Operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
CHAS,Charles Avenue Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,,,,Picnic,,Basketball,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/29/attachments/9?token=,NEIGHBORHOOD PARK,0.62904042,27400.87453,667.03457
OMCH,Old Moores Chapel Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Non-Operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
DAVS,Clarks Creek Nature Preserve,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,,,,,Playground,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,5,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/46/attachments/1271?token=,NATURE PRESERVE,108.8073312,4739628.364,9682.4548
DAVP,Clarks Creek Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,Restroom,ADA Compliance,,,Playground,Basketball,,,Yes,,,,,,,Yes,Yes,Yes,,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,Yes,Yes,13,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/97/attachments/1272?token=,COMMUNITY PARK,35.12391895,1529991.979,6325.43146
NEVN,Nevin Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Varies,Restroom,,,Picnic,Playground,,,,Yes,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,Yes,,,,,Yes,,,,Yes,,Yes,,,,,,,Yes,,,,,,,Yes,,,,,,Yes,Yes,15,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/124/attachments/1279?token=,REGIONAL PARK,196.361184,8553459.51,14916.44731
NEWP,Newell Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,,,,Picnic,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,5,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/125/attachments/2801?token=,COMMUNITY PARK,31.64727783,1378549.788,12163.94582
PLAZ,Plaza Road Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Non-Operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
SUCR,Old Potters Road Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Non-Operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
FREE,Freedom Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,Restroom,ADA Compliance,,Picnic,Playground,Basketball,Tennis,Volleyball,,,,,Yes,,,Yes,Yes,,Yes,,,,,,,,,,,,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,Yes,,,,,,,,,,Yes,,,,,,Yes,,,,Yes,Yes,22,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/66/attachments/6?token=,REGIONAL PARK,104.8959304,4569248.392,12175.29034
KERN,Gar Creek Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Non-Operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
INDP,Independence Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,,,,Picnic,,,,,,,,,,,,,Yes,,,,,,Yes,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,5,,NEIGHBORHOOD PARK,21.08165814,918313.0677,7103.178602
DBWP,David B. Waymer Park,https://www.huntersville.org/162/Parks-Recreation,Daylight,Restroom,ADA Compliance,,,Playground,Basketball,Tennis,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,Yes,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,12,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/49/attachments/1248?token=,COMMUNITY PARK,18.86576374,821789.1143,6742.066142
CLEM,Davis Flohr Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,,,,,Playground,Basketball,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,4,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/31/attachments/8?token=,NEIGHBORHOOD PARK,0.90918134,39603.78151,797.8614327
OEHL,Ridge Road Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Non-Operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
LEMS,Crab Orchard Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Non-Operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
LOAK,Large Oak Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Non-Operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1,,,,,
ROSM,Rosedale Nature Park,https://www.huntersville.org/162/Parks-Recreation,Daylight,,,,,Playground,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,Yes,,,,,Yes,7,,,,,
MAYP,Mayerling Drive Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,,,,Picnic,Playground,Basketball,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,NEIGHBORHOOD PARK,5.55593893,242015.7505,2271.858352
BLUF,Bluff Hill Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Non-Operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ECPK,East Charlotte Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Non-Operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9375,,,,,
